text,label,label_text
PURPOSE: To describe the treatment of cytomegalovirus (CMV) retinitis with intravitreal sustain-release ganciclovir devices in a 16-year-old patient in third remission of acute lymphoblastic leukemia after stem cell transplantation.,0,Not-Related
Hypoxia is a predisposing factor for premature ductal closure and often occurs after maternal indomethacin therapy.,1,Related
CONCLUSIONS: Intravenous followed by intra-arterial therapy is a promising approach to the treatment of severe acute ischemic stroke.,0,Not-Related
This case is the eleventh to report this condition.,0,Not-Related
One case of ameobic abscess of the liver and one case of amoebic dysentery are described in two patients who were prescribed corticosteroids as part of the intreatment for tuberculous pleural effusion.,0,Not-Related
"The knowledge concerning VGB-associated visual dysfunction in pediatric patients, particularly in those who have been exposed to VGB in utero is limited.",1,Related
"A case is described, believed to be the first reported, of a newborn in whom severe hyperreninemic hypertension developed after pyeloplasty of a hydronephrotic kidney.",0,Not-Related
"Aseptic meningitis, hemolytic anemia, hepatitis, and orthostatic hypotension in a patient treated with trimethoprim-sulfamethoxazole.",1,Related
"Two patients with ovarian cancer who had received multiple courses of cisplatin without complications experienced hypersensitivity reactions to cisplatin: one, involving intrahepatic artery infusion, manifested general erythema, dyspnea, and hypotension; the other, involving intravenous infusion, manifested abdominal pain, general erythema, and fever.",1,Related
Specimens of thyroid tissue from two cases with Hashimoto's thyroiditis were immunohistochemically examined for expression of SSTR2A.,0,Not-Related
The imaging studies have shown that both hydrocephalus and leukoencephalopathy have improved significantly after ventriculoperitoneal shunt insertion.,0,Not-Related
Salicylate-induced hepatotoxicity is reviewed.,1,Related
The development of methods to prevent or decrease peritoneal sclerosis will allow for greater application of this innovative therapeutic approach.,0,Not-Related
Following 7 days of tigecycline she developed severe abdominal pain and elevated pancreatic enzymes suggesting acute pancreatitis.,1,Related
"Here we describe a patient with Crohn's disease who developed a severe infliximab infusion reaction (IIR), complicated 1 day later by severe swelling of the forearm and hand ipsilateral to the site of infliximab infusion.",1,Related
There was no relation between functional improvement and increased sexuality.,0,Not-Related
"Three years later, treatment with ampicillin caused another episode of cholestatic hepatitis with cholestasis and duct paucity on rebiopsy.",1,Related
CASE: We report a case of a woman with severe human insulin-induced lipoatrophy who has been treated exclusively with recombinant DNA human insulin since the onset of IDDM.,1,Related
"Two weeks before angioedema, the patient had started a new topical treatment with a gel containing 10% BP for acne.",0,Not-Related
A common thread is that they all make some pathophysiologic sense.,0,Not-Related
"We report a case of generalized cutaneous sclerosis associated with muscle and oesophageal involvement in a patient exposed to herbicides containing bromocil, diuron and aminotriazole.",1,Related
The methemoglobinemia was readily reversed with the administration of methylene blue.,0,Not-Related
Diagnosis was established by microscopic examination (Gram and Kinyoun) and culture of centrifuged dialysis fluid and the patient was treated with Trimethoprim-Sulfamethoxazole by intraperitoneal route.,0,Not-Related
"Liver histology showed marked portal inflammation with lymphocytes, monocytes and eosinophils, associated with lobular inflammation (indicative of a histological pattern consistent with drug-induced hepatitis).",0,Not-Related
Corneal endothelial deposits associated with rifabutin use.,1,Related
"A 14-year-old female developed systemic lupus erythematosus (SLE)-like symptoms, rash, fever, leukopenia and positive anti-nuclear antibody (ANA) two weeks after administration of carbamazepine (CBZ; Tegretol) used against benign Rolandic epilepsy.",1,Related
Paclitaxel is a chemotherapeutic agent with activity directed against several malignancies.,0,Not-Related
A single site of oozing was injected with epinephrine.,0,Not-Related
The regimen was based on conditioning experiments with animals who had lupuslike autoimmune disease.,0,Not-Related
Hemolytic uremic syndrome (HUS) is a rare complication following solid organ transplantation.,0,Not-Related
"Therefore, angiotensin-converting enzyme (ACE) inhibitors would appear to be appropriate therapy for hypertension in such patients.",0,Not-Related
Cyproterone acetate (CPA) is a widely used drug in the treatment of advanced prostatic carcinoma.,0,Not-Related
"By searching for the key words AHS, alopecia areata (AA, punctuate absence of terminal scalp hair), AA totalis (complete absence of terminal scalp hair), and AA universalis (total loss of terminal scalp and body hair) using PubMed, only 2 cases, to date, developed alopecia in the convalescent status of phenobarbital-induced AHS.",0,Not-Related
Physicians should be aware of this possible association because the signs and symptoms of Sweet's syndrome are easily mistaken as being due to infection.,0,Not-Related
Two patients with ovarian carcinoma developed acute erythroleukemia following prolonged chemotherapy with an alkylating agent.,0,Not-Related
"Overall, the prevalence of patients lacking both lipodystrophy and serum lipid abnormalities was markedly higher for the cases than for the controls (69.5 vs. 13%, P<0.001).",0,Not-Related
We conclude that the currently available data do not indicate that thrombolysis contributes to a significant increase in bleeding complications when administered during CPR.,0,Not-Related
The second patient developed similar symptoms on day 3 of treatment with 2500 mg/m2.,0,Not-Related
Skin biopsy revealed multiple superficial thrombosed vessels with focal epidermal necrosis as well as prominent interstitial mucinosis.,0,Not-Related
In the third patient akathisia was sufficiently controlled by dose reduction.,0,Not-Related
Paroxysmal supraventricular tachycardia during treatment with cisplatin and etoposide combination.,1,Related
"Although her seizures stopped, her blood pressure fluctuated between 90/60 mm Hg and 60/30 mm Hg over the next several hours, requiring treatment with intravenous fluids and pressor therapy.",0,Not-Related
"In both, metoprolol produced objective and subjective improvement of the tremor without producing bronchospasm.",0,Not-Related
Discontinuation of simvastatin and cyclosporine resulted in resolution of rhabdomyolysis and normalization of renal function.,1,Related
Isonicotinic acid hydrazide induced anagen effluvium and associated lichenoid eruption.,1,Related
"The nystagmus resolved as the serum phenytoin level fell, as demonstrated by electronystagmography.",0,Not-Related
"The manufacturer began a Pregnancy Prevention Program (PPP) in 1988; however, exposed pregnancies continue to occur.",0,Not-Related
Complications appear to result from depletion of plasma proteins involved in coagulation and fibrinolysis.,0,Not-Related
"Serum samples from the first and second days contained 3.6 and 1.9 mg/l carbachol, respectively.",0,Not-Related
We discuss about the hypothesis that GHD may be related to chemotherapy and we report a review of previous published cases.,0,Not-Related
IFN-alpha therapy (5 million U/day) was administered for 6 months longer.,0,Not-Related
The patient's WBC count recovered within 4 days after the change in therapy.,0,Not-Related
